,annotation_id,annotator,created_at,id,image,label,lead_time,updated_at
10,11,1,2023-07-21T15:14:47.961521Z,11,ga24251_Frame_15.jpg,"[{""x"":45.17937219730942,""y"":21.723966118584954,""width"":11.098654708520172,""height"":15.346287992027904,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":73.31838565022422,""y"":29.09815645241654,""width"":4.035874439461878,""height"":6.975585450921777,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",15.673,2023-07-21T15:14:47.961558Z
11,12,1,2023-07-21T15:15:05.094763Z,12,ga24251_Frame_16.jpg,"[{""x"":45.17937219730942,""y"":21.923268560039862,""width"":10.986547085201792,""height"":15.545590433482804,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":72.6457399103139,""y"":29.49676133532636,""width"":4.5964125560538065,""height"":5.979073243647228,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",16.648,2023-07-21T15:15:05.094801Z
12,13,1,2023-07-21T15:15:27.594256Z,13,ga24251_Frame_17.jpg,"[{""x"":40.80717488789238,""y"":21.723966118584954,""width"":11.09865470852018,""height"":15.346287992027904,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":69.73094170403587,""y"":29.09815645241654,""width"":4.035874439461892,""height"":5.779770802192331,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",21.973,2023-07-21T15:15:27.594295Z
13,14,1,2023-07-21T15:15:42.340894Z,14,ga24251_Frame_18.jpg,"[{""x"":42.152466367713004,""y"":20.328849028400597,""width"":11.098654708520186,""height"":14.34977578475337,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":71.18834080717488,""y"":27.902341803687097,""width"":4.3721973094170465,""height"":5.181863477827601,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",14.277,2023-07-21T15:15:42.340931Z
14,15,1,2023-07-21T15:15:59.622963Z,15,ga24251_Frame_19.jpg,"[{""x"":42.488789237668165,""y"":19.730941704035875,""width"":10.986547085201792,""height"":15.744892874937715,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":70.96412556053811,""y"":27.504134135408982,""width"":4.596412556053821,""height"":5.779770802192324,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",16.755,2023-07-21T15:15:59.622997Z
15,16,1,2023-07-21T15:16:16.487812Z,16,ga24251_Frame_20.jpg,"[{""x"":44.39461883408072,""y"":20.528151469855505,""width"":11.995515695067269,""height"":14.150473343298462,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":73.4304932735426,""y"":27.703039362232186,""width"":4.708520179372201,""height"":6.377678126557047,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",16.375,2023-07-21T15:16:16.487850Z
16,17,1,2023-07-21T15:16:32.712311Z,17,ga24251_Frame_21.jpg,"[{""x"":44.73094170403588,""y"":20.528151469855505,""width"":12.443946188340803,""height"":15.744892874937722,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":74.77578475336323,""y"":28.300946686596912,""width"":4.5964125560538065,""height"":6.377678126557054,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",15.651,2023-07-21T15:16:32.712353Z
17,18,1,2023-07-21T15:16:53.443475Z,18,ga24251_Frame_22.jpg,"[{""x"":44.73094170403588,""y"":19.730941704035875,""width"":12.55605381165919,""height"":16.34280019930244,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":75.33632286995515,""y"":28.89885401096163,""width"":4.596412556053821,""height"":5.181863477827601,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",20.183,2023-07-21T15:16:53.443513Z
18,19,1,2023-07-21T15:17:10.286055Z,19,ga24251_Frame_23.jpg,"[{""x"":45.06726457399103,""y"":18.33582461385152,""width"":13.116591928251118,""height"":18.33582461385152,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":76.68161434977578,""y"":28.101644245142005,""width"":4.4843049327354265,""height"":6.377678126557051,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",16.191,2023-07-21T15:17:10.286096Z
19,20,1,2023-07-21T15:17:23.466958Z,20,ga24251_Frame_24.jpg,"[{""x"":48.20627802690583,""y"":20.12954658694569,""width"":13.004484304932738,""height"":16.940707523667168,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":79.48430493273543,""y"":29.09815645241654,""width"":4.260089686098652,""height"":5.979073243647235,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",12.474,2023-07-21T15:17:23.467002Z
20,21,1,2023-07-21T15:17:40.333765Z,21,ga24251_Frame_25.jpg,"[{""x"":44.843049327354265,""y"":18.136522172396614,""width"":14.461883408071742,""height"":18.136522172396614,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":77.3542600896861,""y"":28.101644245142005,""width"":4.147982062780272,""height"":6.377678126557051,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",16.25,2023-07-21T15:17:40.333807Z
21,22,1,2023-07-21T15:17:55.238304Z,22,ga24251_Frame_26.jpg,"[{""x"":41.81614349775785,""y"":18.33582461385152,""width"":14.349775784753362,""height"":18.93373193821624,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":75.22421524663677,""y"":28.300946686596912,""width"":4.147982062780258,""height"":6.178375685102143,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",14.199,2023-07-21T15:17:55.238339Z
22,23,1,2023-07-21T15:18:29.436212Z,23,ga24251_Frame_27.jpg,"[{""x"":38.67713004484305,""y"":17.140009965122072,""width"":15.695067264573993,""height"":20.926756352765327,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":73.87892376681614,""y"":27.902341803687097,""width"":5.269058295964115,""height"":7.1748878923766775,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",33.691,2023-07-21T15:18:29.436243Z
23,24,1,2023-07-21T15:18:44.425495Z,24,ga24251_Frame_28.jpg,"[{""x"":36.210762331838566,""y"":17.339312406576983,""width"":15.807174887892373,""height"":21.72396611858495,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":73.09417040358744,""y"":28.699551569506728,""width"":3.8116591928251182,""height"":6.776283009466862,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",14.336,2023-07-21T15:18:44.425530Z
24,25,1,2023-07-21T15:18:54.748452Z,25,ga24251_Frame_29.jpg,"[{""x"":36.210762331838566,""y"":15.346287992027902,""width"":16.92825112107623,""height"":22.720478325859496,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",9.664,2023-07-21T15:18:54.748506Z
25,26,1,2023-07-21T15:19:03.888196Z,26,ga24251_Frame_30.jpg,"[{""x"":36.771300448430495,""y"":16.741405082212257,""width"":18.385650224215247,""height"":19.930244145490786,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",8.68,2023-07-21T15:19:03.888239Z
26,27,1,2023-07-21T15:19:16.460547Z,27,ga24251_Frame_31.jpg,"[{""x"":37.780269058295964,""y"":13.951170901843549,""width"":16.479820627802688,""height"":23.71699053313403,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",11.98,2023-07-21T15:19:16.460583Z
27,28,1,2023-07-21T15:19:26.651845Z,28,ga24251_Frame_32.jpg,"[{""x"":42.37668161434978,""y"":14.74838066766318,""width"":18.049327354260093,""height"":23.716990533134027,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",9.747,2023-07-21T15:19:26.651886Z
28,29,1,2023-07-21T15:19:37.595845Z,29,ga24251_Frame_33.jpg,"[{""x"":37.44394618834081,""y"":13.353263577478824,""width"":17.040358744394617,""height"":24.115595416043842,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",10.46,2023-07-21T15:19:37.595891Z
29,30,1,2023-07-21T15:19:46.711123Z,30,ga24251_Frame_34.jpg,"[{""x"":36.09865470852018,""y"":13.75186846038864,""width"":19.170403587443943,""height"":24.31489785749876,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",8.408,2023-07-21T15:19:46.711164Z
30,31,1,2023-07-21T15:20:00.585859Z,31,ga24251_Frame_35.jpg,"[{""x"":40.02242152466368,""y"":11.958146487294469,""width"":21.412556053811656,""height"":24.713502740408572,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",13.253,2023-07-21T15:20:00.585899Z
31,32,1,2023-07-21T15:20:24.340020Z,32,ga24251_Frame_36.jpg,"[{""x"":42.37668161434977,""y"":7.774979897215749,""width"":22.6457399103139,""height"":33.682112605879425,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",23.198,2023-07-21T15:20:24.340058Z
32,33,1,2023-07-21T15:20:41.563958Z,33,ga24251_Frame_37.jpg,"[{""x"":40.134529147982065,""y"":5.779770802192327,""width"":24.103139013452918,""height"":32.087693074240164,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":84.08071748878923,""y"":26.905829596412556,""width"":4.932735426008975,""height"":8.769307424015945,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",23.97,2023-07-21T15:21:36.018354Z
33,34,1,2023-07-21T15:20:56.962012Z,34,ga24251_Frame_38.jpg,"[{""x"":39.34977578475337,""y"":3.7867463876432486,""width"":26.345291479820624,""height"":35.47583457897359,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":85.98654708520179,""y"":27.105132037867463,""width"":3.923766816143498,""height"":7.573492775286503,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",23.035,2023-07-21T15:21:46.927075Z
34,35,1,2023-07-21T15:22:06.759662Z,35,ga24251_Frame_39.jpg,"[{""x"":32.17488789237668,""y"":9.16791230692576,""width"":28.81165919282511,""height"":31.489785749875434,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":80.71748878923766,""y"":28.50024912805182,""width"":5.156950672645749,""height"":8.968609865470846,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",17.029,2023-07-21T15:22:06.759695Z
35,36,1,2023-07-21T15:22:24.273677Z,36,ga24251_Frame_40.jpg,"[{""x"":30.605381165919283,""y"":5.181863477827604,""width"":30.605381165919283,""height"":33.68211260587942,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":80.49327354260089,""y"":27.105132037867463,""width"":5.044843049327355,""height"":6.97558545092177,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",16.981,2023-07-21T15:22:24.273722Z
36,37,1,2023-07-21T15:22:38.180593Z,37,ga24251_Frame_41.jpg,"[{""x"":25.784753363228702,""y"":7.972097658196313,""width"":30.044843049327348,""height"":33.0842052815147,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":76.79372197309418,""y"":26.905829596412556,""width"":4.932735426008961,""height"":7.972097658196315,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",13.377,2023-07-21T15:22:38.180635Z
37,38,1,2023-07-21T15:23:06.556122Z,38,ga24251_Frame_42.jpg,"[{""x"":17.825112107623315,""y"":7.573492775286497,""width"":31.165919282511215,""height"":33.482810164424514,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":71.63677130044843,""y"":27.30443447932237,""width"":5.829596412556043,""height"":8.37070254110613,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",27.898,2023-07-21T15:23:06.556160Z
38,39,1,2023-07-21T15:23:27.297786Z,39,ga24251_Frame_43.jpg,"[{""x"":15.695067264573993,""y"":4.185351270553064,""width"":31.614349775784753,""height"":39.860488290981564,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":71.0762331838565,""y"":26.50722471350274,""width"":6.0538116591928315,""height"":8.96860986547085,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",20.221,2023-07-21T15:23:27.297823Z
39,40,1,2023-07-21T15:23:47.414043Z,40,ga24251_Frame_44.jpg,"[{""x"":15.134529147982063,""y"":0,""width"":34.08071748878923,""height"":42.05281514698555,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":73.65470852017937,""y"":25.311410064773295,""width"":6.0538116591928315,""height"":9.367214748380672,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",19.578,2023-07-21T15:23:47.414083Z
40,41,1,2023-07-21T15:24:13.239846Z,41,ga24251_Frame_45.jpg,"[{""x"":12.780269058295964,""y"":0,""width"":37.66816143497758,""height"":42.05281514698555,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":76.79372197309418,""y"":26.50722471350274,""width"":5.156950672645735,""height"":8.171400099651226,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",25.274,2023-07-21T15:24:13.239891Z
41,42,1,2023-07-21T15:24:28.728209Z,42,ga24251_Frame_46.jpg,"[{""x"":9.417040358744394,""y"":0,""width"":41.479820627802695,""height"":42.252117588440456,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",14.896,2023-07-21T15:24:28.728249Z
42,43,1,2023-07-21T15:24:38.841827Z,43,ga24251_Frame_47.jpg,"[{""x"":7.847533632286996,""y"":0,""width"":43.16143497757847,""height"":47.23467862481316,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",9.642,2023-07-21T15:24:38.841858Z
43,44,1,2023-07-21T15:24:47.549000Z,44,ga24251_Frame_48.jpg,"[{""x"":8.295964125560538,""y"":0,""width"":43.49775784753364,""height"":47.035376183358245,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",8.227,2023-07-21T15:24:47.549037Z
44,45,1,2023-07-21T15:25:09.380261Z,45,ga24251_Frame_49.jpg,"[{""x"":6.614349775784753,""y"":0,""width"":44.17040358744394,""height"":47.633283507722965,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",21.278,2023-07-21T15:25:09.380291Z
45,46,1,2023-07-21T15:25:10.507381Z,46,ga24251_Frame_50.jpg,"[{""x"":4.0358744394618835,""y"":0.5979073243647235,""width"":45.62780269058295,""height"":45.64025909317389,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",17.770000000000003,2023-07-21T15:25:35.672618Z
46,47,1,2023-07-21T15:25:47.239685Z,47,ga24251_Frame_51.jpg,"[{""x"":7.73542600896861,""y"":0,""width"":42.600896860986545,""height"":47.633283507722965,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",8.812,2023-07-21T15:25:47.239724Z
47,49,1,2023-07-21T15:26:08.451899Z,49,ga24251_Frame_53.jpg,"[{""x"":47.75784753363229,""y"":26.10861983059293,""width"":4.932735426008968,""height"":10.164424514200299,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",8.881,2023-07-21T15:26:08.451937Z
48,50,1,2023-07-21T15:26:24.785003Z,50,ga24251_Frame_54.jpg,"[{""x"":17.152466367713004,""y"":27.30443447932237,""width"":7.511210762331839,""height"":10.563029397110117,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720},{""x"":80.26905829596413,""y"":15.146985550572994,""width"":17.825112107623312,""height"":23.517688091679126,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",15.867,2023-07-21T15:26:24.785039Z
49,51,1,2023-07-21T15:26:33.874534Z,51,ga24251_Frame_55.jpg,"[{""x"":54.59641255605381,""y"":15.744892874937719,""width"":17.825112107623326,""height"":22.32187344294968,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",8.564,2023-07-21T15:26:33.874570Z
50,52,1,2023-07-21T15:27:04.892502Z,52,ga24251_Frame_56.jpg,"[{""x"":39.46188340807175,""y"":14.150473343298456,""width"":19.282511210762337,""height"":22.12257100149477,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",18.278,2023-07-21T15:27:04.892535Z
51,53,1,2023-07-21T15:27:23.046585Z,53,ga24251_Frame_57.jpg,"[{""x"":34.865470852017935,""y"":14.150473343298456,""width"":20.17937219730942,""height"":23.51768809167912,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",17.716,2023-07-21T15:27:23.046621Z
52,54,1,2023-07-21T15:27:35.001784Z,54,ga24251_Frame_58.jpg,"[{""x"":34.753363228699556,""y"":11.958146487294469,""width"":21.63677130044843,""height"":23.916292974588934,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",11.432,2023-07-21T15:27:35.001819Z
53,55,1,2023-07-21T15:27:50.776403Z,55,ga24251_Frame_59.jpg,"[{""x"":34.19282511210762,""y"":11.160936721474839,""width"":22.08520179372197,""height"":25.510712506228202,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",15.367,2023-07-21T15:27:50.776437Z
54,56,1,2023-07-21T15:28:02.889507Z,56,ga24251_Frame_60.jpg,"[{""x"":27.914798206278025,""y"":11.160936721474839,""width"":23.430493273542606,""height"":27.105132037867463,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",11.68,2023-07-21T15:28:02.889544Z
55,57,1,2023-07-21T15:28:13.906778Z,57,ga24251_Frame_61.jpg,"[{""x"":29.14798206278027,""y"":12.157448928749377,""width"":23.20627802690583,""height"":27.105132037867463,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",10.466,2023-07-21T15:28:13.906836Z
56,58,1,2023-07-21T15:28:25.547292Z,58,ga24251_Frame_62.jpg,"[{""x"":29.14798206278027,""y"":11.758844045839561,""width"":23.991031390134527,""height"":27.105132037867463,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",11.148,2023-07-21T15:28:25.547333Z
57,59,1,2023-07-21T15:28:35.246434Z,59,ga24251_Frame_63.jpg,"[{""x"":30.605381165919283,""y"":8.769307424015944,""width"":24.887892376681613,""height"":29.696063776781266,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",9.185,2023-07-21T15:28:35.246469Z
58,60,1,2023-07-21T15:28:54.351709Z,60,ga24251_Frame_64.jpg,"[{""x"":31.053811659192824,""y"":7.573492775286497,""width"":27.130044843049326,""height"":30.493273542600903,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",18.538,2023-07-21T15:28:54.351745Z
59,61,1,2023-07-21T15:29:10.677170Z,61,ga24251_Frame_65.jpg,"[{""x"":24.103139013452914,""y"":4.384653712007972,""width"":30.82959641255606,""height"":35.6751370204285,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",15.754,2023-07-21T15:29:10.677209Z
60,62,1,2023-07-21T15:29:27.302491Z,62,ga24251_Frame_66.jpg,"[{""x"":21.63677130044843,""y"":2.391629297458894,""width"":34.41704035874439,""height"":38.66467364225212,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",16.059,2023-07-21T15:29:27.302528Z
61,63,1,2023-07-21T15:29:35.730625Z,63,ga24251_Frame_67.jpg,"[{""x"":18.27354260089686,""y"":0,""width"":38.116591928251125,""height"":43.248629795715,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",7.886,2023-07-21T15:29:35.730661Z
62,64,1,2023-07-21T15:29:42.443623Z,64,ga24251_Frame_68.jpg,"[{""x"":13.11659192825112,""y"":0,""width"":42.9372197309417,""height"":43.44793223716991,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",6.203,2023-07-21T15:29:42.443664Z
63,65,1,2023-07-21T15:29:49.992992Z,65,ga24251_Frame_69.jpg,"[{""x"":7.399103139013453,""y"":0,""width"":45.62780269058296,""height"":45.24165421026407,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",7.069,2023-07-21T15:29:49.993032Z
64,66,1,2023-07-21T15:29:59.767027Z,66,ga24251_Frame_70.jpg,"[{""x"":0,""y"":0,""width"":54.03587443946188,""height"":52.21723966118586,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",9.287,2023-07-21T15:29:59.767060Z
